"あばれる君","斬新な設定が最高！なんでオフエア？[怒りマーク]／後半失速。もう一ひねり欲しい気が・・・"
"あばれる君","全力の演技が良かったです。最後のオチは予想外で見事でした！／設定には大いに期待できたのですが、動きに乏しく地味な展開で残念でした"
"あばれる君","最初のボケまでが長いかなと思いました。／小説の内容をもっと聞きたかったです。"
"あばれる君","全力でやっているのがすごく伝わってきました／熱い演技は良かったけど、後半がちょっと弱いかな…"
"アボカドランドリ","2人交互のボケが少しごちゃごちゃしていたかな／演技力がすごいのでコントが向いているのかも・・"
"アボカドランドリ","ボケ２人の独特な間と空気感が良かったです／展開がなく、ずるずると時間が流れた感じでした"
"アボカドランドリ","こういう笑い大好き！意味不明なところが大好きです／少し騒ぎすぎじゃないですか！？見ていて疲れました"
"アボカドランドリ","見やすいコントでした。3人のキャラが立っていましたね。ボール1個差とは残念…また同じネタでリベンジを！／ネタの設定が最高。ただ、最後のオチがいまいち。"
"アホマイルド","体を張った組み体操はすごかった ただ「びっくり」だけで終わってしまった気がします"
"アホマイルド","顔を真っ赤にしての組体操に感動しました！でも内容がムリヤリで分からない物がありました"
"アホマイルド","体を張ったネタは凄いけど多少ムリヤリかな？／ボール1個差なんて惜しい！頑張って！"
"アメデオ","はじめから終わりまで流れるような漫才でさわやかでした"
"アメデオ","パンチがきいてなかったかな？テンポと雰囲気は心地良いのでがんばって！"
"アメデオ","ちょっと小道具に頼りすぎかな？軽快なテンポの話し方はＧｏｏｄ！"
"アメデオ","スピーディーで笑えましたが一本調子でしたね これで長崎を嫌いにならないで下さいね"
"アメデオ","ノってくるまで長かった印象 後半はリズムがあって良かったけど・・・"
"アメデオ","一つのネタをひっぱりすぎ・・・？でもそこが狙いなんですよね！？ウ～ン"
"ＡＭＥＭＩＹＡ","私は最高に面白かったけどなぁ・・・残念／歳のせい？？笑う所が分かりませんでした"
"ＡＭＥＭＩＹＡ","面白かったけど、ブラックでシリアス過ぎたかな／歌もギターも最高。ストーリーがちゃんと出来ていて面白かった"
"アメリカザリガニ","勢いのあるコントですごく良かった 9連勝にふさわしいネタでした"
"荒波部屋","テンションの高さに置いていかれた・・・／面白いです。あと一息！"
"荒波部屋","体をはって勢いがあったのはいいが、後半まで続かなかった。"
"アルコ＆ピース","今までにないスタイルのネタで良かった！／少し単調だったかも？次回に期待します"
"アルコ＆ピース","独特な雰囲気がクセになります☆／ボケ数が少なかったと思いました"
"アルコ＆ピース","コントの新鮮な発想と演技力は良かったけど ちょっと笑いにつながっていない気がします"
"アルコ＆ピース","2人をよく知っていれば面白いネタだけど・・・／「笑い」というより「良い話」という感じ"
"アルコ＆ピース","正統派漫才で、あまりオリジナリティがない印象でした／期待が大きすぎたのかも・・笑い所が少なかったかな"
"アルコ＆ピース","時々言葉がわからない所があったのが惜しかった／新鮮なスタイルなのでこれは続けて欲しいと思う"
"アルコ＆ピース","２人らしいあたたかい設定のコントで楽しかった／大きな笑いがなくて残念でした"
"アルコ＆ピース","いろんなパターンのネタがあって凄いと思いました／設定がピンと来なくてわかりにくいまま進められて戸惑った"
"アルファルファ","細かい言葉 ボケやツッコミの一字一句 面白かったです"
"アルファルファ","オチが分かりにくくてあっけなかった／ちょっと期待しすぎたかな・・・"
"アルファルファ","前回の負けを引きずっているのでしょうか？いつものキレを取り戻せるよう応援してます！"
"アルファルファ","ちょっとしつこくて、途中で飽きてしまいました。あとひとひねり欲しい！"
"アルファルファ","笑える小ネタがたくさんあってよかった でもアルファルファってこんなもんじゃないでしょ？"
"アルファルファ","独特の間がサイコーでした 設定も良かったのに後半のパワーダウンが残念"
"あれきさんだーおりょう","分かりやすいネタで面白かったです！／もう少し意外性があれば良かった・・・"
"あれきさんだーおりょう","1つ1つのネタは良かったです 「男前♪」のポーズやセリフがワンパターンなのかな・・・"
"アンガールズ","2人の“不思議な雰囲気”にハマりました これからが楽しみ 頑張って！"
"アンガールズ","ちょっと聞き取りにくい部分がありました すご～く不思議な雰囲気は好きですよ"
"アンガールズ","こんなに「ゆる～い」お笑いは初めてです 良くも悪くも際立っていました"
"アンガールズ","ミステリアスな雰囲気 私はツボでした 大きな笑いがなかったのが残念！"
"アンジャッシュ","相変わらず状況設定が上手ですね 伏線の張り方がすばらしい！"
"アンジャッシュ","相変わらず完成度の高いコントでした でも今回は少し盛り上がりに欠けたかも・・・"
"アンジャッシュ","アンジャッシュとしては少しキレが足りないかも／目の付け所はさすが これからもいいネタ見せてね！"
"杏","初挑戦!?いやいや堂々としてましたよ こじんまりせず、うねりのある漫才を！"
"アンダーソン","体の柔らかさにびっくり！！／キモ系として これから期待してます！"
"ＵＮＤＥＲ ＰＯＩＮＴ","名古屋弁のつっこみが新鮮でした！／ネタに爆発力がなかったような気がします"
"アンタッチャブル","つかみが最高！しかしいつもと比べると・・・"
"アンタッチャブル","2人のキャラのギャップが楽しい サービス精神おうせいなところもステキです"
"アンタッチャブル","まったくしゃべりのないネタで驚きました 次回は今回負けた分までしゃべりまくって下さい！"
"アンバランス","設定はよかったし小ネタも面白かったです。あまりメリハリがなかったのが残念でした。"
"アンバランス","安心して見られるというカンジ 2人とも聞きとりやすくて良かったです"
"アンバランス","テンポ 間はとてもよかったが大笑いできるポイントがほしかった"
"アンバランス","テンポも声のトーンも良くて聞きやすかった 爆発的な笑いがなかったのが残念！"
"アンバランス","見た目ホッとできるコンビなのにネタが暗かった 明るいネタ見たかったなー"
"アンバランス","コントの設定もキャラも面白かった 少し盛り上がりに欠けた気がします"
"あんぺあ","初挑戦で一生懸命さはとても伝わりましたが 「段取り感」が見えてしまったのが残念です"
"あんぺあ","スベり芸だけどうるさい印象だけが残った／勢いは１００点満点！次に期待します！"
"アンリミテッド","盛り上がりに欠けた感じがしました モノマネは似てましたよ！"
"ＥＥ男","ボケとツッコミの絡みがいまひとつかな／英語のモノマネが最高！今後が楽しみ!!"
"ＥＥ男","テンポが良く分かりやすい笑いで楽しめた／少しツッコミが弱かったかな？"
"ＥＥ男","ネタの発想が新鮮でおもしろかった！／時々分かりづらくてついていけませんでした・・・"
"イー☆リャン","独特のテンポと一瞬の素の顔が面白かった もうちょっと意外性があれば・・・"
"イー☆リャン","顔芸すばらしかったです でもネタが弱いかな～／2人とも美人です！ガンバって！"
"イー☆リャン","2人の独特な空気がステキでした！／もう少しツッコミにインパクトがあるといいかも・・・"
"イー☆リャン","クスっと笑える漫才にはまりました／ネタにパンチが足りなかったかな～"
"Yes-man","はじけたいのかシュールなのか？どっち？／よく練っているネタだと思いました"
"Yes-man","全体的に盛り上がりに欠けていた／演技力ありますね次回に期待します！"
"庵","今まで見たことのない感じで面白かったです／ネタが単調だったのが少し残念でした"
"庵","アイデアが斬新な設定のコントだったけどちょっと分かりにくい・・・オチもちょっと・・・"
"庵","オリジナリティはあるけどもっと爆笑が欲しい！ 2人だけで楽しんでいる感じがしました"
"粋なり","動きはインパクトがあってよかった。ネタがいまいちわかりにくかったです。"
"粋なり","異様な世界でアングラ芝居みたいで○です"
"粋なり","“粋なりワールド”爆発ですね！でも、ちょっと世界に入りすぎて伝わらなかったかも。"
"粋なり","強引な設定が好きですが、今日はおとなしかったかも／前半盛り上がりに欠けた 後半面白かっただけに残念"
"粋なり","ドーンていうのがなかった 粋なりにしてはスムーズすぎたのかもしれません"
"粋なり","少しずつ笑えるネタの連続で 爆笑できるツボが来ない感じ！設定は意外性があって良い"
"粋なり","アイデアもよく 楽しめたのに オチがよめてしまった・・・残念！"
"粋なり","ネタの発想と設定はとてもよかった キャラが強く出てたら爆笑できたのに・・・"
"粋なり","2人のキャラとやりとりはおもしろかったけど 大爆笑がないまま単調に終わってしまって残念"
"囲碁将棋","同じことの繰り返しでクドく感じた でも二人ともスラっとして素敵！／聞いてくうちに面白さが増していきました 私は大好きです！"
"囲碁将棋","漫才が上手い！形ができあがっている、しっかりしている／正統派漫才ですが、もう少し崩して自分たちのスタイルを作っても良いのでは？"
"イシバシハザマ","いつ見ても斬新なショートコントですね 分かりづらいオチがいくつかありました"
"イシバシハザマ","リズム感があって思わず引き込まれました ネタがもっと多くてもよかったかも"
"イシバシハザマ","大好きなので期待し過ぎたのかな!? ネタがちょっと分かりづらかったです"
"イシバシハザマ","ほのぼのとした長編コントでちょっとビックリ！ 笑い所がもう少し多ければよかった"
"市村・近藤","若さあふれるネタでテンポも良かった。／ネタにもう少しメリハリが欲しい。"
"いち・もく・さん","コントの暗い部分が長かった／会場と一体化していて良かった"
"いち・もく・さん","あんまりネタがキレイじゃなかったです／元気あって良かったですよ 頑張って！"
"いち・もく・さん","話の展開が散漫でわかりづらかったかも・・・ でもかげながら応援しています がんばれっ！"
"いつもここから","毒があって面白かった。ちょっと短かった気が・・・／内容がうすかった気がしました。"
"いつもここから","特殊な感じで、わかりにくいところがありました。／チャレンジ精神には感服します。がんばって！"
"いつもここから","着眼点はスバラシイ！もうちょっとシュールで毒があっても良かったよーな・・・"
"いつもここから","やはり何か引きつけられるものがある これからも応援します！"
"いとうあさこ","明るく言う自虐ネタはツボにハマりました！ 話の幅がもっと広がったら良かったのに・・・"
"いとうあさこ","あさこさんのネタを見ていると元気になれます！／ひとつひとつは良かったが爆笑とまでは・・・"
"いとうあさこ","狙いだと思うけど１０代には分からないトコが・・・／元気で明るい自虐ネタ大好きです(ハート)"
"イヌがニャーと泣いた日","すばらしい合体技でしたが、動きに頼りすぎだと思います。腰悪くしないようにね。"
"イヌがニャーと泣いた日","間近で見る「合体」 迫力があって感動しました 体力ネタ以外でもっと笑えるといいのに！"
"イヌがニャーと泣いた日","ネタの印象は“燃費のワルイ車”伝わりにくかった でもイヌニャーの「メッセージ」は大好き！"
"イヌがニャーと泣いた日","体を張った演技が大好き でも合体ネタがなくて残念でした"
"イヌがニャーと泣いた日","体を張った演技が良かった ただ全体的に同じトーンだった気がします"
"イヌがニャーと泣いた日","迫力があって一生懸命さが伝わってきました でもネタの印象度がイマイチでした"
"イヌがニャーと泣いた日","おもしろいより凄いというイメージが強い／技に頼りすぎかも・・・笑いをもっとほしい"
"イヌがニャーと泣いた日","お笑いというよりアクロバット!? パフォーマンスとしては最高でした"
"イヌがニャーと泣いた日","曲芸がすばらしかった！Ｂｕｔ感心で終わってしまうのが惜しい！"
"イヌがニャーと泣いた日","体を張った派手なコントが楽しかったけど2人のハイテンションについて行けなかった"
"イヌがニャーと泣いた日","枕投げでここまで笑えるなんてスゴイ！ でも元気のよさがちょっと空回り・・・！？"
"犬の心","新しい笑いを目指しているのは良かった もう少しネタを見ていたかった"
"犬の心","テンポは良かったけどオチが読めちゃったかな・・・／かけあいは面白かったから期待してます！"
"井上マー","迫力の熱演 大好きです(ハート) 他のネタも見てみたいかな？"
"井下好井","さわやかさが感じられる素敵なコンビです！／ネタの盛り上がりがイマイチで残念・・・"
"井下好井","構成は良く出来ていたけど、笑いが少なかったかなー／なんとなく一本調子で、大盛り上がりに欠けました"
"今井鳥井","あまりよくわからなかった／初挑戦なりのエネルギーは感じました"
"IMASOKARI","初挑戦なのに堂々として見えました 同じ九州人として応援しています がんばって！"
"IMASOKARI","ちょっとネタが細かかったです 山を作ってほしかった でも光るところも多い 頑張って下さい"
"イワイガワ","いつものパワーがなかったような・・・ 次回に期待しています 頑張って！"
"インスタントジョンソン","ちょっとかみすぎのようですね／狙いはいいけど、前回を越えてはいない。"
"インスタントジョンソン","3人の特徴がそれぞれ出ていてＧＯＯＤ！／もっとはじけて！バクハツして!!"
"インスタントジョンソン","前半は勢いもあって面白かったのに後半つまらなくなってもったいなかった"
"インスタントジョンソン","テンションが高くて3人の息もピッタリ でもアニメを知らない人にはつらいネタかも・・・"
"インスタントジョンソン","ちまちまけっこう笑えました でも題材もオチも微妙～！ 500オーバーのネタ期待してます"
"インスタントジョンソン","全体的にまとまっていたけど、これという笑いがなかった もう少しドカーンと笑えるところがほしかったです"
"インスタントジョンソン","皆さん表情豊かで個性的！ネタのまとまりに欠けていたかも・・・!?"
"インスタントジョンソン","笑えたところがあったけど 途切れ途切れで続かなかったのが残念です"
"インスタントジョンソン","もう少し3人いる強みを生かせたらよかったかも 大阪に来てくれてありがとチャーン"
"インスタントジョンソン","内容が暗かったのでイヤ～な気分になりました いつもみたいな明るく楽しいネタが見たい！"
"インパルス","今回は少しパワー不足!? でも漫才もコントも楽しめます"
"インポッシブル","パンチの効いたネタ！意外な展開にも満足です／オチがインパクト大でよかったが、オチまでが長すぎてダレました"
"ヴィスタ","緊張でネタを忘れてしまったのが本当に残念！／今度はきっとうまくいく。忘れないぞ、この名前！"
"ヴィスタ","ところどころ笑えたしテンポもいいんだからもっと堂々と演技して！"
"ヴィレッジ","初挑戦と思えないほど落ち着いてましたね～／爆発力が足りなかったような・・・今後に期待！"
"ヴィンテージ","話題がタイムリーで良かったです 勢いがいまひとつなかったかな・・・"
"ヴィンテージ","落ち着いていて2人のキャラもノリも良かった 爆発力のある笑いがなかったです"
"ヴィンテージ","明るいキャラと元気の良さはOKです その分 ネタの印象が残りませんでした・・・"
"ヴィンテージ","勢いはいいけど 良くも悪くも自由すぎかな・・・／ツカミだけ？って感じ もっとネタが見たい！"
"ヴィンテージ","テンポが良くて笑い疲れるほど！ ネタにもう少しヒネリがあればなあ・・・"
"ヴィンテージ","見た目とキャラのインパクトは一番でした／ネタがワンパターンで飽きてしまいました"
"ヴィンテージ","2人の雰囲気は明るく楽しそうで大好きです／さすがに勢いとキャラだけでは乗り切れないかな？"
"ウーマンラッシュアワー","ネタの完成度が高くてビックリ！！／少し聞き取りにくいところがあったのが残念"
"ヴェートーベン","飛んだり跳ねたりハリキってる感じがすごく伝わってきた でも設定にちょっとムリあり"
"ヴェートーベン","盛り上がりに欠け、後半尻すぼみでした／動きがあって勢いのあるところは、好印象です"
"ヴェートーベン","ハマるところとヒクところの落差がはげしかった 勢いのよさには好感をもてたけど・・・"
"ヴェートーベン","勢いはいいけど笑い所が少なかった でも一生懸命なのは伝わってきました"
"ヴェートーベン","勢いがありますね でもその分おいてきぼりにされてしまいました"
"ヴェートーベン","テンポのいいかけあいが良かった！／後半盛り上がったけどエンジンがかかるのが遅かったかも"
"ヴェートーベン","動きがパワフルでよかったです ただ、時々よくわからないところがありました"
"ヴェートーベン","一つ一つのネタは面白かったけど同じリズムで単調になっていました"
"ヴェートーベン","テンポが良く息もピッタリ！ 久々オンエアまであと一歩！がんばって！"
"ヴェートーベン","テンポはいいけれど連続した笑いが欲しかったな 連敗にめげないでまた挑戦してください！"
"ヴェートーベン","2人の息がぴったりでテンポもよかった もっと大きな笑いが欲しかったな"
"ウエストランド","ビミョーでした・・・もっと面白いはずだけど／余裕がない感じのしゃべり方、嫌いじゃないヨ"
"ウエストランド","こんな漫才みたことない。漫談っぽくみえたけど、とても面白かった／ツッコミのフレーズにもっとバリエーションが欲しかった"
"ウエストランド","たとえツッコミのフレーズがとても共感できました。次の言葉に期待してしまいました！／ツッコミの話が広がり過ぎて、ネタの全体的な内容がまとまってなかった気がします"
"ウエストランド","「でしゃばり一寸法師」のキャラ最高です！／長いツッコミが特徴なのですが、今回は少し長すぎたかな"
"うえはまだ","所々聞き取りにくくてついて行けませんでした／初挑戦でも堂々としていました！次回に期待！"
"うしお","発想は良かったけど 展開がなくて飽きちゃった 2人のキャラには好感が持てます"
"うしろシティ","出だしは好調だったのに途中から失速した感が・・・／2人のキャラや言葉のチョイスはナイスでした！"
"うしろシティ","前半の方、設定が少し分かりづらかった／笑うポイントは多かったけど決定打に欠けたような・・"
"海原やすよ ともこ","プロの技ですねー。ひきこまれます。でも今日はいつもの勢いがなかった？"
"海原やすよ ともこ","何か、いつもの調子じゃないですね。緊張してはりました？"
"海原やすよ ともこ","女性が「うんうん」と共感できるネタは良かったです でも今までとは一味違う側面も見たいような・・・"
"海原やすよ ともこ","すっきり笑える女性マンザイって最近少ない！最高でした これからも女性たちの心の声を代弁して下さいね"
"ウメ","独特の空気感がたまりません！ ちょっと後半に失速したかな？"
"ウメ","1人2役のメリハリがなく変化についていけませんでした／いやされました(笑)大好きだけど万人ウケしないだろーな…"
"ウメ","独特の雰囲気は好きですが、ネタの先が読めてしまったのが残念／ゆったりした感じのネタでも、もっとメリハリがないと飽きると思う"
"ウメ","声のトーンがずっと同じだったので、情景が見えにくかったです。／1つ大きな山場があればいいのにと思いました。"
"エーデルワイス","テンポが独特で少し間のびしすぎた感じ／初めて見るタイプでもっと面白くなりそう"
"エガラモガラ","初挑戦とは思えないくらい堂々としていて良かったです／キレるところがリアルすぎて、「笑い」とはちょっと違ったかな"
"エコギャング","新しい笑いを作ろうという熱意が伝わってきました 同じリズムが続いて少し単調だったかな"
"江戸むらさき","オモシロイ！絶妙なネタの移り変わり 小さなギャグも良かった"
"江戸むらさき","テンポも良くさすがミスターショートコントですね でも「暴力」や「薬」ネタは笑えないです"
"江戸むらさき","とても味のあるコントで楽しいです オチがわかりづらい時があるのが残念"
"エネルギー","テンポが良くて安定感がある。でも決め手に欠けたかも・・・"
"エリートヤンキー","一つのネタを引っ張りすぎたかな？／すごくテンポがいい漫才だと思います"
"エリートヤンキー","語りのテンポが心地良かった／ツカミは面白かったけど、途中で飽きてしまいました"
"エリートヤンキー","身長差を生かしたくだりが好きです！つかみでぐっと引き込まれました／話が二転三転してついていけなかった　一貫性があったほうがいいと思う"
"ＬＬＲ","初挑戦とは思えないほど堂々としていましたね！ いいテンポだったけど 少しまとまりに欠けたかな"
"ＬＬＲ","テンポも良くほんのり楽しかった／展開がイマイチ・・・でも応援しています"
"ＬＬＲ","動きもあってざん新でおもしろかったけど 同じネタを長くひっぱりすぎたかも"
"ＬＬＲ","何かが弱かった。おもしろくなった所で終わった感じ／テンポが良くこなれていてうまいなぁと思いました"
"エル・カブキ","若いけど渋さのある他にない漫才はよかった／内容がマニアックすぎ　もう少し分かりやすいネタを！"
"エルシャラカーニ","ネタ的には面白いけど、テンポが速すぎて流れちゃってる感じ。"
"エルシャラカーニ","テンポはよかったけれど大きな笑いがなかった／自分たちの笑いにもっと自信を持って！"
"エルシャラカーニ","小ネタはおもしろかったです 全体的にはテンポが速すぎ ついていけない感じでした"
"エルシャラカーニ","ひとつのネタを引っ張り過ぎ 後半盛り上がってきただけにおしかった"
"エルシャラカーニ","テンポが良くほのぼのとした感じが好きです 大きく笑うところが欲しかったかも"
"エルシャラカーニ","展開についていけず笑えなかったのが残念 もっと分かりやすいネタで次回は頑張って！"
"エルシャラカーニ","声も大きくてすごく聞きやすかった／意味不明なボケが多くて冷めちゃったです"
"エルシャラカーニ","すごく面白くて 充分笑えました しいて言うならサラっとしすぎたかも・・・！？"
"エルシャラカーニ","セリフが聞き取りづらくて戸惑いました！／ネタの内容は工夫があって良かったと思います"
"エルシャラカーニ","あまりに早口すぎてテンポについて行けません／面白いキャラで息もピッタリ！好感が持てました"
"エルトンGOタカーズ","いいキャラクターだけど、爆発力に欠ける。／わかる人にしかわからないかも・・・"
"エレキコミック","アイデアはいいけどネタとは思えない。でも新しいものを感じます。"
"エレキコミック","すごく不思議な空気を持ってますね／少しキャラクターに頼りすぎてる気もします"
"エレキコミック","前半はおもしろかったんですが・・・。／谷井さん！もっとハジけて下さいよ!!"
"エレキコミック","スバラシイ設定！よく考えつきましたね 最後までテンション高ければ良かったんですけど"
"エレキコミック","今日はちょっとテンション低めでしたね でもヤッツンの壊れたキャラ大好きです"
"エレファントジョン","元気があって2人ともボケるのはいいけど そのせいか内容が薄かった気がします"
"エレファントジョン","笑える所が少ないまま終わってしまった気が・・・／全力投球で漫才する姿に好感が持てました"
"エレファントジョン","ずっと安定してて安心して見れました☆／ちょっと古臭い感じがしちゃったかも"
"エレファントジョン","明るく楽しいムードが伝わる漫才だった／息子の話を引っ張りすぎて 正直飽きました"
"エレファントジョン","小さなボケの連続で盛り上がり不足！／テンポが良くて安心して楽しめるんだけど・・・"
"エレファントジョン","前半はあんまりと思ったケド、後半だんだん面白くなった／台詞がかぶり過ぎで聞き取り辛くて笑えなかった…"
"エレファントジョン","ボケのウザさがちょうどよかった　ボケの数が多くて圧倒されました／もう少し展開を変えたものが見たかった"
"エンジョイワ→クス","インパクトのあるキャラがいいですね！／話がとびすぎて分かりにくかったかな"
"エンジョイワ→クス","ボケが何となくありがちなものが多かった／明るくて動きがある漫才でエンジョイしました"
"エンジョイワ→クス","ネタの内容が少し暗かったと思う／いかにもボケらしいキャラは好きです！"
"エンジョイワ→クス","面白いけど普通すぎ！キャラに頼らず内容面で2人にしかできない漫才を目指してください！！"
